id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle
046ec058ea1833db459693a3aecf00dc,"When you are relaxing with friends, what are you doing if you discuss anything?",side with,hang out,go to the movies,understand each other,talking about,4,"All the answers are possible with friends, but if you are discussing something, you must be talking about it first.","When you are relaxing with friends, you are likely to be discussing various topics such as current events, upcoming projects, past experiences, and the like.  Therefore, it would be natural to discuss chess when the topic arises.  Additionally, chess sets often come with a set of rules and strategies for playing the game, which can be a great way to pass the time with friends.  Finally, chess is a great way to challenge yourself, as you can practice strategy and concentration with the game.  So, if you're looking for a way to pass the time with friends, chess is a great option."
50dde7abdc138e9a53f253ac0d60c37b,"The astronauts were trying to figure out how to get to the moon, where did they have to pas through first?",night sky,universe,atmosphere,outer space,air,3,". outer space The astronauts were trying to figure out how to get to the moon,where did they have to pas through first?",The astronauts had to pass through the atmosphere to get to the moon.
4657c9ab51019ec3a327d85c15e21f40,Where would you find sugar in a town?,coffee,every home,neighbor's house,cupboard,drawer,1,sugar is found in most homes,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
b5e1f1107068d7aac2f42ecd41b4a55b,"Billy thought that he was smart, but many of his attitudes didn't were very regressive. How might you describe him?",backward,ignorant,garish,intelligent,annoying,0,since his attitudes were not very regressive so he is backward,"Billy thought that he was smart, but his attitudes were not very progressive."
86b2717ef5ed3225f4cf5edcc7c0bd77,"At reception desk John asked  to see a person who was helping him make a sale.  Lilly came out immediately and took him back to her space, and talked to him about his needs.  He said that he was willing to lower the price to 80,000 if it would sale faster.  Where might John be?",large office,at hotel,building,real estate office,store room,3,Real estate is most likely to sell something that expensive,"John might be in a real estate office, helping someone find a home or building.  He could also be in a large office or hotel, depending on the size of the sale.  Either way, John is likely working on the sale of some kind of property."
0946b28583d5b145e5890a09b69c4c9c,The hamburgers were flame-broiled so where were they served?,mcdonald,cooked on grill,burger king,fast food restaurant,hockey game,2,THE BURGER KING SHOULD SERVED THE HAMBURGER IN FLAME-BROILED,"Burger King is a restaurant that specializes in flame-broiled hamburgers, so they will be served at that location."
0720687630af851cee3a34c7121f8542,If a person wanted to become a good writer what should they do in college?,word sentence,own animal,read the newspaper,catch cold,study literature,4,studying literature will give one skills of writing.,"Reading literature and working with creative writing workshops in college will help a person develop their writing skills.  Taking classes on writing, editing, and publishing will also help them become a better writer.  Additionally, engaging in literature-related activities such as reading and discussing books, attending literary events, and participating in writing competitions can help a person become a better writer."
a946fab72145bac3a0fce4e5e61c0503,A villain in the middle ages is a type of what?,nobleman,landowner,good guy,aristocrat,saint,1,Landowners were the villain in the middle ages,A villain in the middle ages was a type of nobleman.
f90a5a8785250c39996471075603b10e,What is likely the mood of those going to a party?,stress relief,have fun,happiness,babies,laughter,2,WHEN I WILL GO TO THE PARTY I'M SO HAPPY,"Going to a party is a great way to feel happy and enjoy yourself. The atmosphere is usually filled with people who are looking to have a good time, so it is a great place to relax and be merry. "
352aac644badf90339f8caef5b6a26db,"If there is a stale smell in the air coming from the kitchen, what should one check for the source of the smell?",bathroom,house,cupboard,space shuttle,surface of earth,2,"A recess or piece of furniture with a door and typically shelves, used for storage.  ‘a broom cupboard’","The source of the stale smell in the air could be from a cupboard. This could be due to food being stored in the cupboard for a long time, or it could be from a leaky faucet or plumbing fixture.  If you are unsure, you could open the cupboard and inspect the contents for a better understanding of the source."
7958ef16ff5615d2cba0cc0dd704bae3,where do humans go to escape cities?,country,movie theatre,country,park,university,0,"The country is the opposite of the city, so it would be an ideal place to go to get away from the city,","Humans typically escape cities by going to their countrysides, especially during times of crisis or conflict.  Cities are often filled with a variety of activities and people, making it difficult to find a place to escape.  In some cases, people may also find creative ways to escape the city, such as using tunnels or building bridges.  Ultimately, the best way to escape a city is to find a way to temporarily disconnect from the urban lifestyle."
ae99a0b34de27a6ae75133f75080224d,If you raise vegetables where would you put a shed?,farm yard,backyard,coalshed,outside,ranch,0,Farm yard is only place to raise vegetables in the choices given,"Vegetables should be grown in a farm yard, as this will provide the necessary sunlight and space for their growth.  Raising them in a backyard or coalshed will not provide enough sunlight and space, and may cause them to become diseased."
